COD_PACTO,COD_ZONA,LETRA_PACTO,GLOSA_PACTO,COD_IMFD,GLOSA_IMFD,COD_SERVEL,GLOSA_SERVEL
220,6016,ZB,UNION PATRIOTICA,6,UNION PATRIOTICA,4,"ECOLOGISTAS, HUMANISTAS Y OTROS"
220,6020,ZB,UNION PATRIOTICA,6,UNION PATRIOTICA,4,"ECOLOGISTAS, HUMANISTAS Y OTROS"
220,6021,ZB,UNION PATRIOTICA,6,UNION PATRIOTICA,4,"ECOLOGISTAS, HUMANISTAS Y OTROS"
184,6001,XP,VAMOS POR CHILE,1,VAMOS POR CHILE,1,VAMOS POR CHILE
184,6002,XP,VAMOS POR CHILE,1,VAMOS POR CHILE,1,VAMOS POR CHILE
184,6003,XP,VAMOS POR CHILE,1,VAMOS POR CHILE,1,VAMOS POR CHILE
184,6004,XP,VAMOS POR CHILE,1,VAMOS POR CHILE,1,VAMOS POR CHILE
184,6005,XP,VAMOS POR CHILE,1,VAMOS POR CHILE,1,VAMOS POR CHILE
184,6006,XP,VAMOS POR CHILE,1,VAMOS POR CHILE,1,VAMOS POR CHILE
184,6007,XP,VAMOS POR CHILE,1,VAMOS POR CHILE,1,VAMOS POR CHILE
184,6008,XP,VAMOS POR CHILE,1,VAMOS POR CHILE,1,VAMOS POR CHILE
184,6009,XP,VAMOS POR CHILE,1,VAMOS POR CHILE,1,VAMOS POR CHILE
184,6010,XP,VAMOS POR CHILE,1,VAMOS POR CHILE,1,VAMOS POR CHILE
184,6011,XP,VAMOS POR CHILE,1,VAMOS POR CHILE,1,VAMOS POR CHILE
184,6012,XP,VAMOS POR CHILE,1,VAMOS POR CHILE,1,VAMOS POR CHILE
184,6013,XP,VAMOS POR CHILE,1,VAMOS POR CHILE,1,VAMOS POR CHILE
184,6014,XP,VAMOS POR CHILE,1,VAMOS POR CHILE,1,VAMOS POR CHILE
184,6015,XP,VAMOS POR CHILE,1,VAMOS POR CHILE,1,VAMOS POR CHILE
184,6016,XP,VAMOS POR CHILE,1,VAMOS POR CHILE,1,VAMOS POR CHILE
184,6017,XP,VAMOS POR CHILE,1,VAMOS POR CHILE,1,VAMOS POR CHILE
184,6018,XP,VAMOS POR CHILE,1,VAMOS POR CHILE,1,VAMOS POR CHILE
184,6019,XP,VAMOS POR CHILE,1,VAMOS POR CHILE,1,VAMOS POR CHILE
184,6020,XP,VAMOS POR CHILE,1,VAMOS POR CHILE,1,VAMOS POR CHILE
184,6021,XP,VAMOS POR CHILE,1,VAMOS POR CHILE,1,VAMOS POR CHILE
184,6022,XP,VAMOS POR CHILE,1,VAMOS POR CHILE,1,VAMOS POR CHILE
184,6023,XP,VAMOS POR CHILE,1,VAMOS POR CHILE,1,VAMOS POR CHILE
184,6024,XP,VAMOS POR CHILE,1,VAMOS POR CHILE,1,VAMOS POR CHILE
184,6025,XP,VAMOS POR CHILE,1,VAMOS POR CHILE,1,VAMOS POR CHILE
184,6026,XP,VAMOS POR CHILE,1,VAMOS POR CHILE,1,VAMOS POR CHILE
184,6027,XP,VAMOS POR CHILE,1,VAMOS POR CHILE,1,VAMOS POR CHILE
184,6028,XP,VAMOS POR CHILE,1,VAMOS POR CHILE,1,VAMOS POR CHILE
177,6012,T,VOCES CONSTITUYENTES (D12),11,INDEPENDIENTES Y OTROS,5,INDEPENDIENTES
