7007;E;2501;C;
7714;E;2501;C;
7715;E;2501;C;
7589;E;2502;C;
7014;E;2503;C;
7015;E;2503;C;
7716;E;2503;C;
7011;E;2504;C;
7012;E;2505;C;
7009;E;2506;C;
7010;E;2506;C;
7712;E;2506;C;
7713;E;2506;C;
7013;E;2507;C;
7023;E;2508;C;
7025;E;2508;C;
7027;E;2509;C;
7028;E;2510;C;
7615;E;2510;C;
7029;E;2511;C;
7019;E;2512;C;
7020;E;2512;C;
7601;E;2512;C;
7021;E;2513;C;
7022;E;2514;C;
7016;E;2515;C;
7017;E;2516;C;
7018;E;2516;C;
7614;E;2516;C;
7034;E;2517;C;
7717;E;2517;C;
7718;E;2517;C;
7719;E;2517;C;
7036;E;2518;C;
7037;E;2519;C;
7720;E;2519;C;
7030;E;2520;C;
7031;E;2521;C;
7032;E;2521;C;
7038;E;2522;C;
7039;E;2522;C;
7042;E;2523;C;
7043;E;2523;C;
7616;E;2523;C;
7040;E;2524;C;
7041;E;2525;C;
7044;E;2526;C;
7602;E;2526;C;
7047;E;2527;C;
7049;E;2527;C;
7596;E;2527;C;
7050;E;2528;C;
7046;E;2529;C;
7052;E;2530;C;
7051;E;2531;C;
7064;E;2532;C;
7070;E;2533;C;
7071;E;2533;C;
7067;E;2534;C;
7068;E;2534;C;
7069;E;2534;C;
7065;E;2535;C;
7066;E;2535;C;
7053;E;2536;C;
7054;E;2536;C;
7055;E;2536;C;
7062;E;2537;C;
7058;E;2538;C;
7059;E;2538;C;
7060;E;2538;C;
7061;E;2538;C;
7645;E;2538;C;
7063;E;2539;C;
7056;E;2540;C;
7057;E;2540;C;
7097;E;2541;C;
7099;E;2541;C;
7101;E;2541;C;
7576;E;2541;C;
7646;E;2541;C;
7115;E;2542;C;
7109;E;2543;C;
7116;E;2544;C;
7111;E;2545;C;
7767;E;2545;C;
7110;E;2546;C;
7103;E;2547;C;
7104;E;2547;C;
7106;E;2547;C;
7108;E;2547;C;
7748;E;2547;C;
7124;E;2548;C;
7078;E;2549;C;
7079;E;2549;C;
7081;E;2550;C;
7082;E;2551;C;
7080;E;2552;C;
7747;E;2552;C;
7072;E;2553;C;
7744;E;2553;C;
7745;E;2553;C;
7074;E;2554;C;
7077;E;2555;C;
7746;E;2555;C;
7073;E;2556;C;
7544;E;2556;C;
7075;E;2557;C;
7076;E;2557;C;
7089;E;2558;C;
7638;E;2558;C;
7092;E;2559;C;
7094;E;2560;C;
7091;E;2561;C;
7093;E;2562;C;
7618;E;2562;C;
7117;E;2563;C;
7118;E;2563;C;
7122;E;2564;C;
7119;E;2565;C;
7121;E;2566;C;
7120;E;2567;C;
7123;E;2568;C;
7083;E;2569;C;
7088;E;2570;C;
7087;E;2571;C;
7086;E;2572;C;
7084;E;2573;C;
7085;E;2574;C;
7112;E;2575;C;
7617;E;2575;C;
7661;E;2575;C;
7095;E;2576;C;
7096;E;2577;C;
7114;E;2578;C;
7226;E;2579;C;
7535;E;2579;C;
7230;E;2580;C;
7242;E;2581;C;
7241;E;2582;C;
7243;E;2583;C;
7515;E;2583;C;
7228;E;2584;C;
7244;E;2585;C;
7245;E;2585;C;
7231;E;2586;C;
7536;E;2586;C;
7235;E;2587;C;
7577;E;2587;C;
7229;E;2588;C;
7703;E;2588;C;
7232;E;2589;C;
7621;E;2589;C;
7240;E;2590;C;
7239;E;2591;C;
7236;E;2592;C;
7234;E;2593;C;
7554;E;2593;C;
7693;E;2593;C;
7233;E;2594;C;
7622;E;2594;C;
7237;E;2595;C;
7238;E;2595;C;
7721;E;2595;C;
7256;E;2596;C;
7259;E;2597;C;
7258;E;2598;C;
7260;E;2599;C;
7257;E;2600;C;
7261;E;2601;C;
7262;E;2601;C;
7704;E;2601;C;
7246;E;2602;C;
7623;E;2602;C;
7250;E;2603;C;
7247;E;2604;C;
7252;E;2605;C;
7249;E;2606;C;
7254;E;2607;C;
7255;E;2608;C;
7248;E;2609;C;
7253;E;2610;C;
7251;E;2611;C;
7276;E;2612;C;
7286;E;2613;C;
7287;E;2613;C;
7624;E;2613;C;
7722;E;2613;C;
7288;E;2614;C;
7289;E;2614;C;
7290;E;2614;C;
7283;E;2615;C;
7282;E;2616;C;
7550;E;2616;C;
7667;E;2616;C;
7278;E;2617;C;
7284;E;2618;C;
7285;E;2618;C;
7600;E;2618;C;
7701;E;2618;C;
7280;E;2619;C;
7281;E;2620;C;
7668;E;2620;C;
7279;E;2621;C;
7302;E;2622;C;
7303;E;2622;C;
7304;E;2622;C;
7306;E;2623;C;
7305;E;2624;C;
7263;E;2625;C;
7723;E;2625;C;
7724;E;2625;C;
7271;E;2626;C;
7567;E;2626;C;
7272;E;2627;C;
7273;E;2627;C;
7267;E;2628;C;
7268;E;2628;C;
7669;E;2628;C;
7275;E;2629;C;
7266;E;2630;C;
7269;E;2631;C;
7270;E;2631;C;
7265;E;2632;C;
7274;E;2633;C;
7537;E;2633;C;
7291;E;2634;C;
7293;E;2635;C;
7294;E;2636;C;
7295;E;2637;C;
7296;E;2637;C;
7699;E;2637;C;
7700;E;2637;C;
7297;E;2638;C;
7299;E;2639;C;
7300;E;2639;C;
7301;E;2639;C;
7658;E;2639;C;
7298;E;2640;C;
7292;E;2641;C;
7648;E;2641;C;
7333;E;2642;C;
7335;E;2642;C;
7352;E;2643;C;
7353;E;2643;C;
7626;E;2643;C;
7338;E;2644;C;
7346;E;2645;C;
7347;E;2645;C;
7348;E;2646;C;
7349;E;2646;C;
7351;E;2647;C;
7343;E;2648;C;
7640;E;2648;C;
7337;E;2649;C;
7627;E;2649;C;
7350;E;2650;C;
7339;E;2651;C;
7613;E;2651;C;
7625;E;2651;C;
7344;E;2652;C;
7345;E;2652;C;
7539;E;2652;C;
7341;E;2653;C;
7374;E;2654;C;
7375;E;2654;C;
7705;E;2654;C;
7706;E;2654;C;
7376;E;2655;C;
7587;E;2655;C;
7655;E;2655;C;
7656;E;2655;C;
7698;E;2655;C;
7727;E;2655;C;
7728;E;2655;C;
7379;E;2656;C;
7380;E;2657;C;
7377;E;2658;C;
7749;E;2658;C;
7378;E;2659;C;
7670;E;2659;C;
7381;E;2660;C;
7354;E;2661;C;
7356;E;2661;C;
7702;E;2661;C;
7732;E;2661;C;
7750;E;2661;C;
7751;E;2661;C;
7752;E;2661;C;
7360;E;2662;C;
7357;E;2663;C;
7546;E;2663;C;
7368;E;2664;C;
7365;E;2665;C;
7367;E;2666;C;
7366;E;2667;C;
7753;E;2667;C;
7364;E;2668;C;
7361;E;2669;C;
7649;E;2669;C;
7369;E;2670;C;
7362;E;2671;C;
7358;E;2672;C;
7359;E;2672;C;
7604;E;2672;C;
7659;E;2672;C;
7370;E;2673;C;
7371;E;2673;C;
7372;E;2673;C;
7373;E;2673;C;
7639;E;2673;C;
7363;E;2674;C;
7725;E;2674;C;
7726;E;2674;C;
7395;E;2675;C;
7397;E;2675;C;
7629;E;2675;C;
7630;E;2675;C;
7733;E;2675;C;
7734;E;2675;C;
7735;E;2675;C;
7420;E;2676;C;
7421;E;2676;C;
7540;E;2676;C;
7404;E;2677;C;
7405;E;2677;C;
7407;E;2678;C;
7410;E;2679;C;
7556;E;2679;C;
7557;E;2679;C;
7424;E;2680;C;
7413;E;2681;C;
7414;E;2681;C;
7631;E;2681;C;
7400;E;2682;C;
7606;E;2682;C;
7415;E;2683;C;
7568;E;2683;C;
7754;E;2683;C;
7406;E;2684;C;
7422;E;2685;C;
7399;E;2686;C;
7651;E;2686;C;
7401;E;2687;C;
7411;E;2688;C;
7412;E;2688;C;
7408;E;2689;C;
7418;E;2690;C;
7419;E;2690;C;
7417;E;2691;C;
7558;E;2691;C;
7594;E;2691;C;
7416;E;2692;C;
7579;E;2692;C;
7402;E;2693;C;
7403;E;2693;C;
7628;E;2693;C;
7409;E;2694;C;
7569;E;2694;C;
7674;E;2694;C;
7423;E;2695;C;
7382;E;2696;C;
7644;E;2696;C;
7384;E;2697;C;
7605;E;2697;C;
7386;E;2698;C;
7671;E;2698;C;
7387;E;2699;C;
7643;E;2699;C;
7385;E;2700;C;
7650;E;2700;C;
7672;E;2700;C;
7394;E;2701;C;
7391;E;2702;C;
7392;E;2702;C;
7545;E;2702;C;
7393;E;2703;C;
7383;E;2704;C;
7673;E;2704;C;
7390;E;2705;C;
7388;E;2706;C;
7389;E;2706;C;
7755;E;2706;C;
7756;E;2706;C;
7581;E;2707;C;
7610;E;2707;C;
7635;E;2707;C;
7687;E;2707;C;
7688;E;2707;C;
7689;E;2707;C;
7690;E;2707;C;
7707;E;2707;C;
7708;E;2707;C;
7709;E;2707;C;
7759;E;2707;C;
7458;E;2708;C;
7459;E;2708;C;
7548;E;2708;C;
7570;E;2708;C;
7573;E;2708;C;
7455;E;2709;C;
7456;E;2709;C;
7457;E;2709;C;
7462;E;2710;C;
7582;E;2710;C;
7464;E;2711;C;
7634;E;2711;C;
7461;E;2712;C;
7562;E;2712;C;
7463;E;2713;C;
7460;E;2714;C;
7547;E;2714;C;
7564;E;2714;C;
7737;E;2714;C;
7758;E;2714;C;
7453;E;2715;C;
7454;E;2715;C;
7586;E;2715;C;
7612;E;2715;C;
7632;E;2715;C;
7465;E;2716;C;
7466;E;2716;C;
7571;E;2716;C;
7710;E;2716;C;
7467;E;2717;C;
7468;E;2717;C;
7736;E;2717;C;
7477;E;2718;C;
7757;E;2718;C;
7472;E;2719;C;
7471;E;2720;C;
7559;E;2720;C;
7476;E;2721;C;
7478;E;2722;C;
7479;E;2723;C;
7739;E;2723;C;
7469;E;2724;C;
7470;E;2724;C;
7584;E;2724;C;
7691;E;2724;C;
7692;E;2724;C;
7473;E;2725;C;
7474;E;2725;C;
7475;E;2725;C;
7761;E;2725;C;
7762;E;2725;C;
7442;E;2726;C;
7543;E;2726;C;
7711;E;2726;C;
7738;E;2726;C;
7447;E;2727;C;
7598;E;2727;C;
7448;E;2728;C;
7566;E;2728;C;
7675;E;2728;C;
7760;E;2728;C;
7446;E;2729;C;
7449;E;2730;C;
7561;E;2730;C;
7450;E;2731;C;
7563;E;2731;C;
7611;E;2731;C;
7444;E;2732;C;
7445;E;2732;C;
7480;E;2733;C;
